,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,local_lat,local_long,dest_lat,dest_long,time arround car,time arround walk,time arround bike,length arround car,length arround walk,length arround bike,time bridge one walk,time bridge one bike,length bridge two walk,length bridge two bike,location type,destination type,time bridge two walk,time bridge two bike,length bridge one walk,length bridge one bike
309,309,309,309,39.07688889,-77.13586111,39.05386111,-77.12538889,398.8,2442.5,781.0,3561.9,3392.4,3716.0,2434.7,1004.5999999999999,3475.9,3975.1,house block,school,2502.6000000000004,878.2,3381.6,3616.2999999999997
310,310,310,310,39.07688889,-77.13586111,39.05447222,-77.11919444,339.9,2281.8,813.7,3211.1,3169.2,3446.2,2274.0,1078.5,3239.1000000000004,4319.299999999999,house block,health,2332.1000000000004,952.0,3158.4,3960.5
311,311,311,311,39.07688889,-77.13586111,39.05441667,-77.11891667,335.8,2265.2,807.7,3188.1,3146.2,3423.2,2257.5,1072.6,3216.1000000000004,4296.2,house block,mall,2315.6000000000004,946.1,3135.4,3937.5
312,312,312,312,39.07688889,-77.13586111,39.05738889,-77.11919444,310.9,2016.2,764.7,2866.4,2800.4,3201.2,2008.4,995.9000000000001,2870.3,3918.0,house block,mall,2066.6,869.5,2789.6,3559.2
313,313,313,313,39.07688889,-77.13586111,39.06422222,-77.12552778,246.6,1351.4,537.3,2199.9,1877.0,2334.4,1343.6,760.9,1946.9,2593.5,house block,health,1401.7,634.4,1866.2,2234.7
314,314,314,314,39.07688889,-77.13586111,39.05975,-77.12263889,261.4,1741.2,702.6,2436.9,2418.4,2926.1,1733.5,857.7,2488.4,3193.5,house block,office,1791.6,731.3,2407.6,2834.7
315,315,315,315,39.07688889,-77.13586111,39.06419444,-77.12419444,259.6,1443.1,573.0,2255.6,2004.3,2463.7,1435.3000000000002,796.5,2074.3,2722.8,house block,mall,1493.4,670.1,1993.5,2364.0
316,316,316,316,39.07688889,-77.13586111,39.06566667,-77.12663889,211.1,1193.6,431.7,1726.0,1657.7,1895.9,1185.8000000000002,655.3,1687.5,2006.3999999999999,house block,restaurants,1215.0,475.3,1646.9,1796.1
317,317,317,317,39.07688889,-77.13586111,39.06566667,-77.12663889,211.1,1193.6,431.7,1726.0,1657.7,1895.9,1185.8000000000002,655.3,1687.5,2006.3999999999999,house block,groceries,1215.0,475.3,1646.9,1796.1
318,318,318,318,39.07688889,-77.13586111,39.06730556,-77.12897222,182.5,1019.6,319.8,1442.1,1416.2,1507.3,1013.2,543.4,2012.2,2379.8999999999996,house block,office,1448.7,552.7,1407.2,1407.6
319,319,319,319,39.07688889,-77.13586111,39.06808333,-77.12886111,186.5,947.2,336.0,1391.9,1315.6,1527.2,931.1,559.5,2041.2,2391.6,house block,restaurants,1469.7,554.1,1293.2,1427.5
320,320,320,320,39.07688889,-77.13586111,39.06819444,-77.12986111,176.0,936.5,294.8,1320.8,1300.6,1382.3,930.0,518.4,2137.2,2507.8,house block,restaurants,1538.8000000000002,578.4,1291.7,1282.6
321,321,321,321,39.07688889,-77.13586111,39.06819444,-77.12986111,176.0,936.5,294.8,1320.8,1300.6,1382.3,930.0,518.4,2137.2,2507.8,house block,restaurants,1538.8000000000002,578.4,1291.7,1282.6
322,322,322,322,39.07688889,-77.13586111,39.07113889,-77.13161111,163.5,660.6,207.4,1015.6,917.5,995.8,769.1,475.5,2471.3,2821.7,house block,services,1779.3000000000002,653.6,1068.3,1069.3
323,323,323,323,39.07688889,-77.13586111,39.07077778,-77.13283333,152.5,685.7,216.6,982.5,952.3,1051.2,833.2,493.5,2545.8,2911.6,house block,restaurants,1832.9,671.7,1157.2,1159.2
324,324,324,324,39.07688889,-77.13586111,39.07266667,-77.13333333,144.1,490.5,150.4,752.2,681.2,752.1,921.6,524.3,2681.6000000000004,3033.3999999999996,house block,restaurants,1930.7,702.4,1280.0,1281.0
325,325,325,325,39.07688889,-77.13586111,39.07347222,-77.13411111,124.4,409.9,128.5,642.8,569.2,642.7,1002.1,546.6,2793.5,3145.3,house block,restaurants,2011.3000000000002,724.8,1391.9,1392.9
326,326,326,326,39.07688889,-77.13586111,39.07405556,-77.13602778,115.3,340.5,95.5,476.9,473.0,477.3,1150.4,597.3,2988.4,3398.7,house block,health,2151.6000000000004,775.5,1597.8000000000002,1646.3000000000002
327,327,327,327,39.07688889,-77.13586111,39.07461111,-77.13763889,150.4,503.2,140.8,704.0,698.9,703.9,1350.8000000000002,651.6,3265.8,3647.6,house block,mall,2351.3,829.7,1876.1,1895.1
328,328,328,328,39.07688889,-77.13586111,39.06436111,-77.12802778,238.3,1328.5,450.5,1889.2,1845.2,2078.7,1320.8000000000002,674.0,2001.4,2337.7999999999997,house block,restaurants,1441.0,547.6,1834.4,1979.0
329,329,329,329,39.07688889,-77.13586111,39.06236111,-77.12625,256.4,1517.2,527.5,2159.5,2107.2,2463.9,1509.4,751.0999999999999,2177.1,2723.0,house block,restaurants,1567.5,624.6,2096.4,2364.2
330,330,330,330,39.07688889,-77.13586111,39.05755556,-77.12277778,318.9,1975.3,746.9,2845.8,2743.6,3075.6,1967.6,917.0,2813.5,3552.8,house block,restaurants,2025.7,790.6,2732.8,3194.0
331,331,331,331,39.07688889,-77.13586111,39.05441667,-77.11891667,335.8,2265.2,807.7,3188.1,3146.2,3423.2,2257.5,1072.6,3216.1000000000004,4296.2,house block,restaurants,2315.6000000000004,946.1,3135.4,3937.5
332,332,332,332,39.07688889,-77.13586111,39.05738889,-77.11919444,310.9,2016.2,764.7,2866.4,2800.4,3201.2,2008.4,995.9000000000001,2870.3,3918.0,house block,restaurants,2066.6,869.5,2789.6,3559.2
333,333,333,333,39.07688889,-77.13586111,39.06419444,-77.12419444,259.6,1443.1,573.0,2255.6,2004.3,2463.7,1435.3000000000002,796.5,2074.3,2722.8,house block,restaurants,1493.4,670.1,1993.5,2364.0
334,334,334,334,39.07688889,-77.13586111,39.07461111,-77.13763889,150.4,503.2,140.8,704.0,698.9,703.9,1350.8000000000002,651.6,3265.8,3647.6,house block,restaurants,2351.3,829.7,1876.1,1895.1
335,335,335,335,39.07688889,-77.13586111,39.07425,-77.13766667,140.8,479.3,132.0,660.0,665.7,659.9,1319.1,642.8,3221.7,3603.5,house block,groceries,2319.6000000000004,820.9,1832.1,1851.1
336,336,336,336,39.07688889,-77.13586111,39.06494444,-77.12786111,223.2,1266.8,433.3,1779.3,1759.4,1992.9,1259.0,656.9,1915.6,2252.0,house block,groceries,1379.2,530.4,1748.6,1893.2
337,337,337,337,39.07688889,-77.13586111,39.06202778,-77.12686111,270.6,1561.8,539.4,2223.0,2169.2,2523.6,1554.0,763.0,2239.1,2782.7,house block,groceries,1612.1,636.6,2158.4,2423.9
338,338,338,338,39.07688889,-77.13586111,39.07508333,-77.11530556,258.9,1533.0,465.4,2130.1,2129.2,2318.9,2633.2,1043.1,4554.8,5185.1,house block,twinbrooke center mall,3279.3999999999996,1239.8,3657.2999999999997,3867.5
339,339,339,339,39.07688889,-77.13586111,39.07508333,-77.11530556,258.9,1533.0,465.4,2130.1,2129.2,2318.9,2633.2,1043.1,4554.8,5185.1,house block,twinbrooke center restaurant,3279.3999999999996,1239.8,3657.2999999999997,3867.5
340,340,340,340,39.07688889,-77.13586111,39.07508333,-77.11530556,258.9,1533.0,465.4,2130.1,2129.2,2318.9,2633.2,1043.1,4554.8,5185.1,house block,twinbrooke center groceries,3279.3999999999996,1239.8,3657.2999999999997,3867.5
341,341,341,341,39.07688889,-77.13586111,39.06461111,-77.1395,392.8,1519.0,458.6,2131.5,2109.8,2201.5,1512.6,682.2,3277.3,3641.8999999999996,house block,golf,2359.6000000000004,805.7,2100.9,2101.8
342,342,342,342,39.07688889,-77.13586111,39.06436111,-77.12802778,238.3,1328.5,450.5,1889.2,1845.2,2078.7,1320.8000000000002,674.0,2001.4,2337.7999999999997,house block,mall,1441.0,547.6,1834.4,1979.0
343,343,343,343,39.07688889,-77.13586111,39.06236111,-77.12625,256.4,1517.2,527.5,2159.5,2107.2,2463.9,1509.4,751.0999999999999,2177.1,2723.0,house block,mall,1567.5,624.6,2096.4,2364.2
344,344,344,344,39.07688889,-77.13586111,39.05755556,-77.12277778,318.9,1975.3,746.9,2845.8,2743.6,3075.6,1967.6,917.0,2813.5,3552.8,house block,mall,2025.7,790.6,2732.8,3194.0
345,345,345,345,39.07688889,-77.13586111,39.05441667,-77.11891667,335.8,2265.2,807.7,3188.1,3146.2,3423.2,2257.5,1072.6,3216.1000000000004,4296.2,house block,mall,2315.6000000000004,946.1,3135.4,3937.5
346,346,346,346,39.07688889,-77.13586111,39.05738889,-77.11919444,310.9,2016.2,764.7,2866.4,2800.4,3201.2,2008.4,995.9000000000001,2870.3,3918.0,house block,mall,2066.6,869.5,2789.6,3559.2
347,347,347,347,39.07688889,-77.13586111,39.06419444,-77.12419444,259.6,1443.1,573.0,2255.6,2004.3,2463.7,1435.3000000000002,796.5,2074.3,2722.8,house block,mall,1493.4,670.1,1993.5,2364.0
348,348,348,348,39.07688889,-77.13586111,39.07461111,-77.13763889,150.4,503.2,140.8,704.0,698.9,703.9,1350.8000000000002,651.6,3265.8,3647.6,house block,mall,2351.3,829.7,1876.1,1895.1
349,349,349,349,39.07688889,-77.13586111,39.07461111,-77.13763889,150.4,503.2,140.8,704.0,698.9,703.9,1350.8000000000002,651.6,3265.8,3647.6,house block,services,2351.3,829.7,1876.1,1895.1
350,350,350,350,39.07688889,-77.13586111,39.06436111,-77.12802778,238.3,1328.5,450.5,1889.2,1845.2,2078.7,1320.8000000000002,674.0,2001.4,2337.7999999999997,house block,services,1441.0,547.6,1834.4,1979.0
351,351,351,351,39.07688889,-77.13586111,39.06236111,-77.12625,256.4,1517.2,527.5,2159.5,2107.2,2463.9,1509.4,751.0999999999999,2177.1,2723.0,house block,services,1567.5,624.6,2096.4,2364.2
352,352,352,352,39.07688889,-77.13586111,39.05755556,-77.12277778,318.9,1975.3,746.9,2845.8,2743.6,3075.6,1967.6,917.0,2813.5,3552.8,house block,services,2025.7,790.6,2732.8,3194.0
353,353,353,353,39.07688889,-77.13586111,39.05441667,-77.11891667,335.8,2265.2,807.7,3188.1,3146.2,3423.2,2257.5,1072.6,3216.1000000000004,4296.2,house block,services,2315.6000000000004,946.1,3135.4,3937.5
354,354,354,354,39.07688889,-77.13586111,39.05738889,-77.11919444,310.9,2016.2,764.7,2866.4,2800.4,3201.2,2008.4,995.9000000000001,2870.3,3918.0,house block,services,2066.6,869.5,2789.6,3559.2
355,355,355,355,39.07688889,-77.13586111,39.06419444,-77.12419444,259.6,1443.1,573.0,2255.6,2004.3,2463.7,1435.3000000000002,796.5,2074.3,2722.8,house block,services,1493.4,670.1,1993.5,2364.0
356,356,356,356,39.07688889,-77.13586111,39.07461111,-77.13763889,150.4,503.2,140.8,704.0,698.9,703.9,1350.8000000000002,651.6,3265.8,3647.6,house block,services,2351.3,829.7,1876.1,1895.1
357,357,357,357,39.07825,-77.13686111,39.06436111,-77.12802778,250.3,1443.7,482.5,2593.4,2005.2,2238.7,1436.0,706.0,2161.4,2497.7999999999997,house block,mall,1556.3,579.6,1994.3999999999999,2139.0
358,358,358,358,39.07825,-77.13686111,39.06236111,-77.12625,268.4,1632.4,559.5,2863.7,2267.2,2623.9,1624.6,783.0999999999999,2337.1,2883.0,house block,mall,1682.8,656.6,2256.3999999999996,2524.2
359,359,359,359,39.07825,-77.13686111,39.05755556,-77.12277778,330.9,2090.5,778.9,3550.0,2903.6,3235.6,2082.8,949.0,2973.5,3712.8,house block,mall,2141.0,822.6,2892.8,3354.0
360,360,360,360,39.07825,-77.13686111,39.05386111,-77.12538889,410.8,2557.7,813.0,4266.1,3552.4,3876.0,2549.8999999999996,1036.6,3635.9,4135.1,house block,school,2617.9,910.2,3541.6,3776.2999999999997
361,361,361,361,39.07825,-77.13686111,39.05447222,-77.11919444,351.9,2397.0,845.7,3915.3,3329.2,3606.2,2389.2,1110.5,3399.1000000000004,4479.299999999999,house block,health,2447.4,984.0,3318.4,4120.5
362,362,362,362,39.07825,-77.13686111,39.05441667,-77.11891667,347.8,2380.4,839.7,3892.3,3306.2,3583.2,2372.7,1104.6,3376.1000000000004,4456.2,house block,mall,2430.9,978.1,3295.4,4097.5
363,363,363,363,39.07825,-77.13686111,39.05738889,-77.11919444,322.9,2131.4,796.7,3570.6,2960.4,3361.3,2123.6,1027.9,3030.3,4078.0,house block,mall,2181.9,901.5,2949.6,3719.2
364,364,364,364,39.07825,-77.13686111,39.06422222,-77.12552778,258.6,1466.6,569.3,2904.1,2037.0,2494.4,1458.8,792.9,2106.9,2753.5,house block,health,1517.0,666.4,2026.1999999999998,2394.7
365,365,365,365,39.07825,-77.13686111,39.05975,-77.12263889,273.5,1856.4,734.6,3141.1,2578.4,3086.1,1848.7,889.7,2648.4,3353.5,house block,office,1906.9,763.3,2567.6,2994.7
366,366,366,366,39.07825,-77.13686111,39.06419444,-77.12419444,271.6,1558.3,605.0,2959.8,2164.3,2623.7,1550.5,828.5,2234.3,2882.8,house block,mall,1608.7,702.1,2153.5,2524.0
367,367,367,367,39.07825,-77.13686111,39.06566667,-77.12663889,223.1,1308.8,463.7,2430.2,1817.7,2055.9,1301.0,687.3,1847.5,2166.4,house block,restaurants,1330.3,507.3,1806.8999999999999,1956.1
368,368,368,368,39.07825,-77.13686111,39.06566667,-77.12663889,223.1,1308.8,463.7,2430.2,1817.7,2055.9,1301.0,687.3,1847.5,2166.4,house block,groceries,1330.3,507.3,1806.8999999999999,1956.1
369,369,369,369,39.07825,-77.13686111,39.06730556,-77.12897222,194.5,1134.8,351.8,2146.3,1576.2,1667.3,1128.4,575.4,2172.2,2539.8999999999996,house block,office,1564.0,584.7,1567.1999999999998,1567.6
370,370,370,370,39.07825,-77.13686111,39.06808333,-77.12886111,198.5,1062.4,368.0,2096.1,1475.6,1687.2,1046.3,591.5,2201.2,2551.6,house block,restaurants,1585.0,586.1,1453.1999999999998,1587.5
371,371,371,371,39.07825,-77.13686111,39.06819444,-77.12986111,188.0,1051.7,326.8,2025.0,1460.7,1542.3,1045.1999999999998,550.4,2297.2,2667.8,house block,restaurants,1654.1,610.4,1451.6999999999998,1442.6
372,372,372,372,39.07825,-77.13686111,39.06819444,-77.12986111,188.0,1051.7,326.8,2025.0,1460.7,1542.3,1045.1999999999998,550.4,2297.2,2667.8,house block,restaurants,1654.1,610.4,1451.6999999999998,1442.6
373,373,373,373,39.07825,-77.13686111,39.07113889,-77.13161111,175.5,775.8,239.4,1719.8,1077.5,1155.8,884.3,507.5,2631.3,2981.7,house block,services,1894.6,685.6,1228.3,1229.3
374,374,374,374,39.07825,-77.13686111,39.07077778,-77.13283333,164.5,800.9,248.6,1686.7,1112.3,1211.2,948.4,525.5,2705.8,3071.6,house block,restaurants,1948.2,703.7,1317.1999999999998,1319.1999999999998
375,375,375,375,39.07825,-77.13686111,39.07266667,-77.13333333,156.1,605.7,182.4,1456.4,841.2,912.1,1036.8,556.3,2841.6000000000004,3193.3999999999996,house block,restaurants,2046.0,734.4,1440.0,1441.0
376,376,376,376,39.07825,-77.13686111,39.07347222,-77.13411111,136.4,525.1,160.5,1347.0,729.3,802.7,1117.3,578.6,2953.5,3305.3,house block,restaurants,2126.6,756.8,1551.8999999999999,1552.8999999999999
377,377,377,377,39.07825,-77.13686111,39.07405556,-77.13602778,127.3,455.7,127.5,1181.1,633.0,637.3,1265.6,629.3,3148.4,3558.7,house block,health,2266.9,807.5,1757.8,1806.3
378,378,378,378,39.07825,-77.13686111,39.07461111,-77.13763889,135.0,618.4,172.8,1106.9,858.9,864.0,1466.0,683.6,3425.8,3807.6,house block,mall,2466.6,861.7,2036.1,2055.1
379,379,379,379,39.07825,-77.13686111,39.06436111,-77.12802778,250.3,1443.7,482.5,2593.4,2005.2,2238.7,1436.0,706.0,2161.4,2497.7999999999997,house block,restaurants,1556.3,579.6,1994.3999999999999,2139.0
380,380,380,380,39.07825,-77.13686111,39.06236111,-77.12625,268.4,1632.4,559.5,2863.7,2267.2,2623.9,1624.6,783.0999999999999,2337.1,2883.0,house block,restaurants,1682.8,656.6,2256.3999999999996,2524.2
381,381,381,381,39.07825,-77.13686111,39.05755556,-77.12277778,330.9,2090.5,778.9,3550.0,2903.6,3235.6,2082.8,949.0,2973.5,3712.8,house block,restaurants,2141.0,822.6,2892.8,3354.0
382,382,382,382,39.07825,-77.13686111,39.05441667,-77.11891667,347.8,2380.4,839.7,3892.3,3306.2,3583.2,2372.7,1104.6,3376.1000000000004,4456.2,house block,restaurants,2430.9,978.1,3295.4,4097.5
383,383,383,383,39.07825,-77.13686111,39.05738889,-77.11919444,322.9,2131.4,796.7,3570.6,2960.4,3361.3,2123.6,1027.9,3030.3,4078.0,house block,restaurants,2181.9,901.5,2949.6,3719.2
384,384,384,384,39.07825,-77.13686111,39.06419444,-77.12419444,271.6,1558.3,605.0,2959.8,2164.3,2623.7,1550.5,828.5,2234.3,2882.8,house block,restaurants,1608.7,702.1,2153.5,2524.0
385,385,385,385,39.07825,-77.13686111,39.07461111,-77.13763889,135.0,618.4,172.8,1106.9,858.9,864.0,1466.0,683.6,3425.8,3807.6,house block,restaurants,2466.6,861.7,2036.1,2055.1
386,386,386,386,39.07825,-77.13686111,39.07425,-77.13766667,141.1,594.5,164.0,1149.4,825.7,819.9,1434.3,674.8,3381.7,3763.5,house block,groceries,2434.9,852.9,1992.1,2011.1
387,387,387,387,39.07825,-77.13686111,39.06494444,-77.12786111,235.2,1382.0,465.3,2483.5,1919.4,2152.9,1374.1999999999998,688.9,2075.6,2412.0,house block,groceries,1494.5,562.4,1908.6,2053.2
388,388,388,388,39.07825,-77.13686111,39.06202778,-77.12686111,282.6,1677.0,571.4,2927.1,2329.2,2683.6,1669.1999999999998,795.0,2399.1,2942.7,house block,groceries,1727.4,668.6,2318.3999999999996,2583.8999999999996
389,389,389,389,39.07825,-77.13686111,39.07508333,-77.11530556,206.9,1509.0,459.1,2081.5,2095.9,2287.7,2748.3999999999996,1075.1,4714.8,5345.1,house block,twinbrooke center mall,3394.7,1271.8,3817.2999999999997,4027.5
390,390,390,390,39.07825,-77.13686111,39.07508333,-77.11530556,206.9,1509.0,459.1,2081.5,2095.9,2287.7,2748.3999999999996,1075.1,4714.8,5345.1,house block,twinbrooke center restaurant,3394.7,1271.8,3817.2999999999997,4027.5
391,391,391,391,39.07825,-77.13686111,39.07508333,-77.11530556,206.9,1509.0,459.1,2081.5,2095.9,2287.7,2748.3999999999996,1075.1,4714.8,5345.1,house block,twinbrooke center groceries,3394.7,1271.8,3817.2999999999997,4027.5
392,392,392,392,39.07825,-77.13686111,39.06461111,-77.1395,404.8,1634.2,490.6,2835.6,2269.8,2361.5,1627.8,714.2,3437.3,3801.8999999999996,house block,golf,2474.9,837.7,2260.8999999999996,2261.8
393,393,393,393,39.07825,-77.13686111,39.06436111,-77.12802778,250.3,1443.7,482.5,2593.4,2005.2,2238.7,1436.0,706.0,2161.4,2497.7999999999997,house block,mall,1556.3,579.6,1994.3999999999999,2139.0
394,394,394,394,39.07825,-77.13686111,39.06236111,-77.12625,268.4,1632.4,559.5,2863.7,2267.2,2623.9,1624.6,783.0999999999999,2337.1,2883.0,house block,mall,1682.8,656.6,2256.3999999999996,2524.2
395,395,395,395,39.07825,-77.13686111,39.05755556,-77.12277778,330.9,2090.5,778.9,3550.0,2903.6,3235.6,2082.8,949.0,2973.5,3712.8,house block,mall,2141.0,822.6,2892.8,3354.0
396,396,396,396,39.07825,-77.13686111,39.05441667,-77.11891667,347.8,2380.4,839.7,3892.3,3306.2,3583.2,2372.7,1104.6,3376.1000000000004,4456.2,house block,mall,2430.9,978.1,3295.4,4097.5
397,397,397,397,39.07825,-77.13686111,39.05738889,-77.11919444,322.9,2131.4,796.7,3570.6,2960.4,3361.3,2123.6,1027.9,3030.3,4078.0,house block,mall,2181.9,901.5,2949.6,3719.2
398,398,398,398,39.07825,-77.13686111,39.06419444,-77.12419444,271.6,1558.3,605.0,2959.8,2164.3,2623.7,1550.5,828.5,2234.3,2882.8,house block,mall,1608.7,702.1,2153.5,2524.0
399,399,399,399,39.07825,-77.13686111,39.07461111,-77.13763889,135.0,618.4,172.8,1106.9,858.9,864.0,1466.0,683.6,3425.8,3807.6,house block,mall,2466.6,861.7,2036.1,2055.1
400,400,400,400,39.07825,-77.13686111,39.07461111,-77.13763889,135.0,618.4,172.8,1106.9,858.9,864.0,1466.0,683.6,3425.8,3807.6,house block,services,2466.6,861.7,2036.1,2055.1
401,401,401,401,39.07825,-77.13686111,39.06436111,-77.12802778,250.3,1443.7,482.5,2593.4,2005.2,2238.7,1436.0,706.0,2161.4,2497.7999999999997,house block,services,1556.3,579.6,1994.3999999999999,2139.0
402,402,402,402,39.07825,-77.13686111,39.06236111,-77.12625,268.4,1632.4,559.5,2863.7,2267.2,2623.9,1624.6,783.0999999999999,2337.1,2883.0,house block,services,1682.8,656.6,2256.3999999999996,2524.2
403,403,403,403,39.07825,-77.13686111,39.05755556,-77.12277778,330.9,2090.5,778.9,3550.0,2903.6,3235.6,2082.8,949.0,2973.5,3712.8,house block,services,2141.0,822.6,2892.8,3354.0
404,404,404,404,39.07825,-77.13686111,39.05441667,-77.11891667,347.8,2380.4,839.7,3892.3,3306.2,3583.2,2372.7,1104.6,3376.1000000000004,4456.2,house block,services,2430.9,978.1,3295.4,4097.5
405,405,405,405,39.07825,-77.13686111,39.05738889,-77.11919444,322.9,2131.4,796.7,3570.6,2960.4,3361.3,2123.6,1027.9,3030.3,4078.0,house block,services,2181.9,901.5,2949.6,3719.2
406,406,406,406,39.07825,-77.13686111,39.06419444,-77.12419444,271.6,1558.3,605.0,2959.8,2164.3,2623.7,1550.5,828.5,2234.3,2882.8,house block,services,1608.7,702.1,2153.5,2524.0
407,407,407,407,39.07825,-77.13686111,39.07461111,-77.13763889,135.0,618.4,172.8,1106.9,858.9,864.0,1466.0,683.6,3425.8,3807.6,house block,services,2466.6,861.7,2036.1,2055.1
408,408,408,408,39.06780556,-77.12466667,39.06436111,-77.12802778,436.1,1340.5,538.6,3223.1,1861.8,2093.6,1499.5,861.0,960.3,977.8,house block,mall,691.4000000000001,275.6,2082.5,2914.4
409,409,409,409,39.06780556,-77.12466667,39.06236111,-77.12625,398.9,1130.4,435.8,2767.9,1570.1,1598.0,1688.1,938.1,1136.0,1363.0,house block,mall,817.9000000000001,352.6,2344.5,3299.6
410,410,410,410,39.06780556,-77.12466667,39.05755556,-77.12277778,380.7,1228.0,474.9,2259.6,1705.5,1715.6,2146.3,1104.0,1772.4,2192.8,house block,mall,1276.1,518.6,2980.9,4129.4
411,411,411,411,39.06780556,-77.12466667,39.05386111,-77.12538889,457.4,1843.5,664.1,3399.5,2560.4,2723.3,2613.3999999999996,1191.6,2434.8,2615.1,house block,school,1753.0,606.2,3629.7,4551.7
412,412,412,412,39.06780556,-77.12466667,39.05447222,-77.11919444,370.7,1464.7,541.7,2461.0,2034.4,2086.2,2452.7,1265.5,2198.0,2959.2999999999997,house block,health,1582.5,680.0,3406.5,4895.9
413,413,413,413,39.06780556,-77.12466667,39.05441667,-77.11891667,366.5,1448.2,535.8,2437.9,2011.4,2063.2,2436.2,1259.6,2175.0,2936.2,house block,mall,1566.0,674.1,3383.5,4872.9
414,414,414,414,39.06780556,-77.12466667,39.05738889,-77.11919444,351.9,1196.2,492.8,2216.7,1661.4,1841.3,2187.1,1182.9,1829.1999999999998,2558.0,house block,mall,1317.0,597.5,3037.7,4494.6
415,415,415,415,39.06780556,-77.12466667,39.06422222,-77.12552778,381.2,1113.4,456.5,2761.9,1546.4,1618.3,1522.3,947.9000000000001,905.8,1233.5,house block,health,652.1,362.4,2114.3,3170.1
416,416,416,416,39.06780556,-77.12466667,39.05975,-77.12263889,358.1,950.8,430.6,2223.4,1320.6,1566.2,1912.2,1044.7,1447.3000000000002,1833.5,house block,office,1042.0,459.3,2655.7,3770.1
417,417,417,417,39.06780556,-77.12466667,39.06419444,-77.12419444,394.2,1155.2,459.9,2817.6,1604.5,1674.0,1614.0,983.5,1033.2,1362.8000000000002,house block,mall,743.8,398.1,2241.6000000000004,3299.4
418,418,418,418,39.06780556,-77.12466667,39.06566667,-77.12663889,390.5,1253.6,480.3,2954.9,1741.1,1811.2,1364.5,842.3000000000001,646.4000000000001,646.4000000000001,house block,restaurants,465.40000000000003,203.3,1895.0,2731.5
419,419,419,419,39.06780556,-77.12466667,39.06566667,-77.12663889,390.5,1253.6,480.3,2954.9,1741.1,1811.2,1364.5,842.3000000000001,646.4000000000001,646.4000000000001,house block,groceries,465.40000000000003,203.3,1895.0,2731.5
420,420,420,420,39.06780556,-77.12466667,39.06730556,-77.12897222,410.8,1458.4,541.8,2393.5,2025.6,2123.1,1191.9,730.4000000000001,971.1,1019.9,house block,office,699.1,280.7,1655.3000000000002,2343.0
421,421,421,421,39.06780556,-77.12466667,39.06808333,-77.12886111,413.0,1479.3,526.2,3267.9,2054.7,2478.6,1109.8,746.5,1000.1,1031.6,house block,restaurants,720.1,282.1,1541.3000000000002,2362.9
422,422,422,422,39.06780556,-77.12466667,39.06819444,-77.12986111,404.4,1548.4,485.1,2272.2,2150.6,2333.7,1108.6999999999998,705.4000000000001,1096.1,1147.8000000000002,house block,restaurants,789.2,306.4,1539.8000000000002,2218.0
423,423,423,423,39.06780556,-77.12466667,39.06819444,-77.12986111,404.4,1548.4,485.1,2272.2,2150.6,2333.7,1108.6999999999998,705.4000000000001,1096.1,1147.8000000000002,house block,restaurants,789.2,306.4,1539.8000000000002,2218.0
424,424,424,424,39.06780556,-77.12466667,39.07113889,-77.13161111,391.9,1334.1,397.7,1967.0,1852.9,1947.2,947.8,662.5,1430.2,1461.7,house block,services,1029.7,381.6,1316.4,2004.7
425,425,425,425,39.06780556,-77.12466667,39.07077778,-77.13283333,380.8,1359.1,406.9,1933.9,1887.7,2002.6,1011.9,680.5,1504.7,1551.6,house block,restaurants,1083.3000000000002,399.7,1405.3000000000002,2094.6
426,426,426,426,39.06780556,-77.12466667,39.07266667,-77.13333333,372.4,1163.9,340.7,1703.6,1616.6,1703.5,1100.3,711.3000000000001,1640.5,1673.4,house block,restaurants,1181.1,430.4,1528.1,2216.4
427,427,427,427,39.06780556,-77.12466667,39.07347222,-77.13411111,352.7,1083.3,318.8,1594.2,1504.6,1594.1,1180.8,733.6,1752.4,1785.3000000000002,house block,restaurants,1261.7,452.8,1640.0,2328.3
428,428,428,428,39.06780556,-77.12466667,39.07405556,-77.13602778,343.6,1021.3,285.7,1428.3,1418.6,1428.7,1329.1,784.3000000000001,1947.3000000000002,2038.6999999999998,house block,health,1402.0,503.5,1845.9,2581.7
429,429,429,429,39.06780556,-77.12466667,39.07461111,-77.13763889,378.7,1204.1,331.1,1655.4,1672.4,1655.3,1529.5,838.6,2224.7,2287.6,house block,mall,1601.6999999999998,557.7,2124.2,2830.5
430,430,430,430,39.06780556,-77.12466667,39.06436111,-77.12802778,436.1,1340.5,538.6,3223.1,1861.8,2093.6,1499.5,861.0,960.3,977.8,house block,restaurants,691.4000000000001,275.6,2082.5,2914.4
431,431,431,431,39.06780556,-77.12466667,39.06236111,-77.12625,398.9,1130.4,435.8,2767.9,1570.1,1598.0,1688.1,938.1,1136.0,1363.0,house block,restaurants,817.9000000000001,352.6,2344.5,3299.6
432,432,432,432,39.06780556,-77.12466667,39.05755556,-77.12277778,380.7,1228.0,474.9,2259.6,1705.5,1715.6,2146.3,1104.0,1772.4,2192.8,house block,restaurants,1276.1,518.6,2980.9,4129.4
433,433,433,433,39.06780556,-77.12466667,39.05441667,-77.11891667,366.5,1448.2,535.8,2437.9,2011.4,2063.2,2436.2,1259.6,2175.0,2936.2,house block,restaurants,1566.0,674.1,3383.5,4872.9
